	SRR403882_first	SRR403883_first	SRR403886_first	SRR403887_first	SRR403888_first	SRR403889_first	SRR403892_first	SRR403893_first
ENSG00000201426.1	4	0	0	0	5	0	7	0
ENSG00000206532.2	3	0	6	1	4	2	7	0
ENSG00000242242.5	5	0	2	2	1	6	7	3
ENSG00000177707.10	362	102	346	136	431	324	305	503
ENSG00000153283.12	3	0	10	2	5	0	2	11
ENSG00000239311.1	0	0	0	0	0	0	0	0
ENSG00000244142.1	0	0	0	0	0	0	0	0
ENSG00000240787.1	0	0	1	0	0	0	0	0
ENSG00000177494.5	1	0	5	1	4	0	5	0
ENSG00000244720.1	0	0	0	0	0	0	0	0
ENSG00000240891.7	250	19	513	55	314	43	427	79
ENSG00000240766.1	0	0	0	0	0	0	0	0
ENSG00000144824.20	862	189	1188	330	971	652	1240	1086
ENSG00000144827.8	956	163	852	280	1572	759	1164	1141
ENSG00000144834.13	23	6	16	4	161	89	103	59
ENSG00000239439.1	0	0	0	0	0	0	0	0
ENSG00000176040.13	2	0	6	2	1	4	5	13
ENSG00000114529.12	141	9	93	20	118	40	124	31
ENSG00000207940.1	1	0	0	1	0	0	0	0
ENSG00000174500.12	0	0	0	0	0	0	0	0
ENSG00000261488.1	21	0	25	1	25	0	22	0
ENSG00000172139.14	0	0	1	0	0	0	0	0
ENSG00000244144.1	0	0	0	0	1	0	0	0
ENSG00000239482.6	0	0	1	0	0	0	0	0
ENSG00000283669.1	0	0	0	0	0	0	0	0
ENSG00000091972.18	0	0	0	0	0	0	0	0
ENSG00000243081.2	0	0	0	0	0	0	0	0
ENSG00000186265.9	0	0	1	0	0	0	2	0
ENSG00000242525.1	0	0	0	0	0	0	0	0
ENSG00000279349.1	0	0	1	0	0	0	2	0
ENSG00000144848.10	1222	255	860	397	1333	772	1042	1050
ENSG00000138459.8	527	76	657	183	667	255	615	488
ENSG00000091986.15	259	54	263	74	75	38	82	52
ENSG00000242308.2	6	2	5	0	9	5	2	1
ENSG00000240893.1	2	0	1	0	1	0	0	0
ENSG00000242770.2	0	0	0	0	0	0	0	0
ENSG00000206531.10	0	0	0	0	0	0	0	0
ENSG00000163606.10	5	1	7	0	0	0	5	0
ENSG00000272844.1	7	0	10	0	5	0	5	0
ENSG00000163607.15	254	38	209	58	250	162	268	249
ENSG00000163608.14	844	153	645	168	826	345	692	510
ENSG00000240057.5	3	0	2	1	4	0	2	0
ENSG00000243483.1	2	0	1	1	1	0	2	0
ENSG00000241219.1	0	0	0	0	0	0	0	0
ENSG00000243795.1	0	0	0	0	0	0	0	0
ENSG00000144857.14	196	17	185	28	105	23	129	14
ENSG00000206530.10	266	6	211	15	244	11	191	12
ENSG00000240751.1	1	0	1	0	1	1	1	0
ENSG00000243849.1	0	0	0	0	0	0	0	0
ENSG00000275670.1	0	0	0	0	0	0	0	0
ENSG00000163611.11	312	78	364	159	336	300	312	419
ENSG00000072858.10	547	57	529	161	778	395	699	593
ENSG00000239453.1	0	0	0	0	0	0	0	0
ENSG00000265253.1	0	0	2	0	0	0	0	0
ENSG00000241529.3	38	0	28	1	34	1	59	0
ENSG00000176542.9	362	8	404	39	485	29	449	77
ENSG00000121579.12	4815	692	3174	965	6309	2650	3154	2520
ENSG00000239280.1	5	0	2	1	2	1	4	0
ENSG00000242659.1	0	0	0	0	0	0	0	0
ENSG00000114573.9	918	348	938	441	1342	1817	1043	1647
ENSG00000178075.19	34	4	17	8	18	20	21	42
ENSG00000240776.1	10	4	8	3	1	2	13	1
ENSG00000241889.1	5	0	5	3	7	0	6	0
ENSG00000240375.1	3	2	4	4	1	4	3	20
ENSG00000273394.1	0	0	1	0	0	0	0	0
ENSG00000184307.14	61	8	49	10	56	8	34	6
ENSG00000163617.10	61	10	56	11	55	23	52	23
ENSG00000270880.1	0	0	0	0	0	0	0	0
ENSG00000151576.10	659	113	413	155	679	420	374	431
ENSG00000240912.1	46	4	38	4	22	13	16	16
ENSG00000151577.12	0	0	0	0	0	0	0	0
ENSG00000241490.1	0	0	0	0	0	0	0	0
ENSG00000240487.1	0	0	0	0	1	0	0	0
ENSG00000174255.6	1	0	1	0	0	0	0	0
ENSG00000181847.11	0	0	0	0	0	0	1	0
ENSG00000259976.3	0	0	0	0	0	0	0	0
ENSG00000181722.16	15	8	24	12	21	13	25	0
ENSG00000284134.1	0	0	0	0	0	0	0	0
ENSG00000241560.5	0	0	0	0	0	0	0	0
ENSG00000242290.2	0	0	0	0	0	0	0	0
ENSG00000241295.1	1	0	0	0	0	0	0	0
ENSG00000264623.3	0	0	0	0	0	0	0	0
ENSG00000239946.1	0	0	0	0	0	0	0	0
ENSG00000240002.1	0	0	0	0	1	0	0	0
ENSG00000242767.1	1	0	1	2	0	0	0	0
ENSG00000242880.1	0	0	0	0	0	0	1	0
ENSG00000244157.1	3	5	5	0	7	5	3	0
ENSG00000172020.12	0	0	0	0	0	0	0	0
ENSG00000241596.1	0	0	0	0	0	0	0	0
ENSG00000185565.11	13	2	22	5	11	9	13	15
ENSG00000243359.3	0	0	1	0	1	0	0	0
ENSG00000240922.1	2	0	0	0	0	0	0	0
ENSG00000241397.1	0	0	0	0	0	0	0	0
ENSG00000241156.3	1	0	1	1	0	0	0	0
ENSG00000198406.7	44	25	31	20	39	45	33	87
ENSG00000243197.7	0	0	0	0	0	0	0	0
ENSG00000278072.1	0	0	0	0	0	0	0	0
ENSG00000265433.1	0	0	0	0	0	0	0	0
ENSG00000274732.1	0	0	0	0	0	0	0	0
ENSG00000242385.1	0	0	0	0	0	0	0	0
ENSG00000200372.1	0	7	0	5	5	6	0	4
ENSG00000243014.1	24	8	18	13	14	16	11	7
ENSG00000206889.1	0	0	0	0	0	0	0	0
ENSG00000239268.2	0	0	0	0	0	0	0	0
ENSG00000240393.1	0	0	0	0	0	0	0	0
ENSG00000241213.1	6	0	4	0	6	0	0	0
ENSG00000242816.1	0	0	0	0	0	0	0	0
ENSG00000243276.5	1	0	2	1	3	0	0	0
ENSG00000144847.12	6	0	2	0	2	0	0	0
ENSG00000239877.2	0	0	0	0	0	0	0	0
ENSG00000163424.8	0	0	0	0	0	0	0	0
ENSG00000251012.1	0	0	0	0	0	0	0	0
ENSG00000114638.7	4	1	1	1	0	0	0	0
ENSG00000121578.12	821	140	696	276	494	312	385	415
ENSG00000240254.1	0	0	0	0	0	0	0	0
ENSG00000031081.10	404	76	313	97	575	247	324	231
ENSG00000242829.1	2	0	0	0	0	0	0	0
ENSG00000241155.1	5	0	2	2	8	0	0	0
ENSG00000207310.1	0	0	0	0	0	0	0	0
ENSG00000176142.12	759	101	505	141	671	286	510	362
ENSG00000163389.10	362	34	264	64	391	148	290	289
ENSG00000272662.1	5	1	5	0	3	0	2	0
ENSG00000113845.9	1614	244	1271	447	1668	942	1293	978
ENSG00000121594.11	2	0	0	0	0	1	0	0
ENSG00000272967.1	0	0	0	0	0	0	1	0
ENSG00000144843.11	139	16	133	25	159	42	115	27
ENSG00000144837.8	38	0	29	8	19	3	13	3
ENSG00000242052.1	14	0	27	0	22	8	42	5
ENSG00000121577.13	20	1	14	1	26	0	21	2
ENSG00000138495.6	418	65	276	84	420	226	289	186
ENSG00000183833.16	44	7	23	7	19	3	16	7
ENSG00000239994.2	0	0	0	0	0	0	0	0
ENSG00000144852.17	1	0	0	0	0	0	0	0
ENSG00000240471.1	1	0	0	0	1	5	4	2
ENSG00000082701.14	1724	186	1656	350	1902	724	1306	1032
ENSG00000239835.1	0	0	5	0	2	2	3	2
ENSG00000241546.1	0	1	0	0	0	3	0	0
ENSG00000242622.1	36	1	45	2	17	5	18	0
ENSG00000244308.2	1	0	2	0	2	0	4	0
ENSG00000244139.3	14	0	1	0	1	0	4	0
ENSG00000175697.10	57	8	61	11	62	11	45	11
ENSG00000206721.1	0	0	0	0	0	0	0	0
ENSG00000240882.1	12	2	6	7	7	22	16	1
ENSG00000163428.3	1855	126	1588	212	1840	392	1214	352
ENSG00000240661.3	0	0	0	0	0	0	0	0
ENSG00000282950.1	0	0	0	0	0	0	0	0
ENSG00000242613.1	0	0	0	0	0	0	0	0
ENSG00000163430.11	9363	1247	8708	1701	6353	2406	4963	2710
ENSG00000284121.1	0	0	0	0	0	0	0	0
ENSG00000240774.1	0	0	0	0	1	0	0	0
ENSG00000244441.1	6	11	7	2	17	49	11	0
ENSG00000065518.7	1324	429	1112	728	1124	1347	896	1380
ENSG00000113924.11	0	0	2	0	0	0	0	0
ENSG00000144840.8	488	68	447	124	513	220	342	325
ENSG00000240452.1	170	11	149	13	186	7	104	18
ENSG00000243257.1	0	0	0	0	0	0	0	0
ENSG00000153767.9	331	81	244	143	291	293	212	296
ENSG00000213371.4	22	8	29	10	21	32	23	10
ENSG00000243593.1	0	0	0	0	0	0	0	0
ENSG00000145087.12	1	1	2	2	0	0	0	0
ENSG00000270782.1	0	0	0	0	0	0	0	0
ENSG00000264477.1	0	0	0	0	0	0	0	0
ENSG00000243813.1	0	0	0	0	0	0	0	0
ENSG00000242103.1	0	0	0	0	0	0	1	0
ENSG00000051341.13	454	39	400	62	477	216	418	150
ENSG00000242445.1	13	0	8	1	16	14	26	5
ENSG00000186103.3	0	0	0	0	0	0	0	0
ENSG00000163833.7	0	0	0	0	0	0	0	0
ENSG00000180353.10	306	58	216	132	56	50	60	73
ENSG00000243544.3	5	0	8	0	6	0	5	0
ENSG00000222057.1	2	1	2	0	0	0	0	0
ENSG00000173230.15	1970	447	2296	591	1321	1141	1817	1899
ENSG00000173226.16	363	45	201	67	249	130	158	144
ENSG00000145088.8	16	6	22	5	9	16	9	4
ENSG00000163406.10	7	1	14	1	10	0	6	0
ENSG00000145103.12	1	1	3	1	2	0	0	2
ENSG00000202388.1	0	0	0	0	0	0	0	0
ENSG00000114013.15	0	0	0	0	0	0	0	0
ENSG00000036828.15	0	0	1	0	0	0	1	0
ENSG00000240236.1	8	1	7	3	5	9	7	0
ENSG00000121552.3	1	0	0	0	1	0	0	0
ENSG00000160124.9	376	86	215	126	246	234	128	162
ENSG00000114023.15	2216	951	1726	827	1283	1106	922	1162
ENSG00000196981.3	208	32	319	84	266	88	205	80
ENSG00000272758.5	58	0	58	10	26	3	46	12
ENSG00000242531.1	0	0	0	0	0	0	0	0
ENSG00000114030.12	1559	364	1039	458	1893	1551	1138	1881
ENSG00000275348.1	0	0	0	0	0	0	0	0
ENSG00000138496.16	1010	277	839	327	360	292	198	267
ENSG00000163840.9	1015	275	1043	321	449	354	373	324
ENSG00000173200.12	0	0	0	0	0	0	0	0
ENSG00000243918.1	4	0	5	1	1	5	6	0
ENSG00000173193.13	1212	447	1201	471	593	641	456	805
ENSG00000169087.10	159	26	146	41	182	80	158	144
ENSG00000138463.8	476	72	455	130	483	340	493	410
ENSG00000273033.2	188	1	210	6	212	7	153	0
ENSG00000082684.14	0	0	0	0	0	0	0	0
ENSG00000065485.19	315	52	275	73	361	195	300	171
ENSG00000284421.1	0	0	0	0	0	0	0	0
ENSG00000121542.11	284	21	233	50	395	107	220	202
ENSG00000273454.1	1	0	4	0	0	0	2	0
ENSG00000173175.14	2	0	0	0	0	0	0	0
ENSG00000272678.1	1	0	0	0	1	0	0	0
ENSG00000206527.9	1383	124	1278	164	1710	316	1075	528
ENSG00000239523.5	34	3	22	8	13	6	24	0
ENSG00000065534.18	175	32	172	27	139	64	134	97
ENSG00000250174.5	0	0	0	0	0	0	0	0
ENSG00000273123.1	1	0	0	0	0	0	0	0
ENSG00000207002.1	0	0	0	0	0	0	0	0
ENSG00000175455.14	1247	98	1157	120	1022	219	980	248
ENSG00000065371.17	0	0	0	0	0	0	0	0
ENSG00000160145.15	63	4	65	16	44	20	48	18
ENSG00000266383.1	0	0	0	0	0	0	0	0
ENSG00000240622.1	19	3	18	1	12	16	9	0
ENSG00000276656.1	0	0	0	0	0	0	0	0
ENSG00000252751.1	0	0	0	0	0	0	0	0
ENSG00000260391.2	0	0	0	0	0	0	0	0
ENSG00000114491.13	522	125	250	94	510	385	241	318
ENSG00000265981.1	0	0	0	0	0	0	0	0
ENSG00000242199.1	10	9	5	0	6	23	2	1
ENSG00000082781.11	971	76	874	151	756	232	826	285
ENSG00000244286.1	0	0	0	0	0	0	0	0
ENSG00000280042.1	0	0	3	0	0	0	1	0
ENSG00000276626.1	0	0	0	0	0	0	0	0
ENSG00000243986.2	0	0	1	0	0	0	1	0
ENSG00000173702.7	2	1	6	1	2	0	4	0
ENSG00000173706.12	142	17	243	39	127	39	250	91
ENSG00000252642.1	0	0	0	0	0	0	0	0
ENSG00000221955.10	25	2	29	7	13	7	24	14
ENSG00000199327.1	0	0	0	0	0	0	0	0
ENSG00000264986.1	0	0	0	0	0	0	0	0
ENSG00000163848.19	487	105	425	148	570	365	459	333
ENSG00000229048.5	0	0	0	0	0	0	0	1
ENSG00000243508.1	0	4	2	3	0	43	0	14
ENSG00000252953.1	0	0	0	0	0	0	0	0
ENSG00000114520.10	306	75	272	69	301	184	275	171
ENSG00000201800.1	0	0	0	0	0	0	1	0
ENSG00000252965.1	0	0	0	0	2	0	2	0
ENSG00000144909.7	258	59	162	67	297	220	157	256
ENSG00000243072.1	0	0	0	0	0	0	0	0
ENSG00000242001.1	0	0	0	0	0	0	0	0
ENSG00000234458.4	0	0	0	0	0	0	0	0
ENSG00000243429.1	0	0	0	0	0	0	0	0
ENSG00000228963.3	0	0	0	0	0	0	0	0
ENSG00000239978.1	0	0	0	0	0	0	0	0
ENSG00000179170.11	0	0	0	0	0	0	0	0
ENSG00000239432.1	0	0	0	0	0	0	0	0
ENSG00000284624.1	0	0	0	0	0	0	0	0
ENSG00000284660.1	0	0	0	0	0	0	0	0
ENSG00000272840.1	0	0	0	0	0	0	0	0
ENSG00000239804.1	0	0	0	0	0	0	0	0
ENSG00000221737.1	0	0	0	0	0	0	0	0
ENSG00000242229.1	0	0	0	0	0	1	0	0
ENSG00000241346.1	0	0	0	0	0	0	0	0
ENSG00000241288.7	2	0	5	0	3	0	3	0
ENSG00000241278.1	0	0	0	0	0	0	0	0
ENSG00000248787.1	0	0	0	0	0	0	0	0
ENSG00000171084.15	54	4	41	9	65	38	40	22
ENSG00000189366.9	13	2	3	4	9	4	11	12
ENSG00000241439.1	1	0	1	0	0	0	0	0
ENSG00000114547.9	0	0	0	0	0	0	0	0
ENSG00000114544.16	332	28	340	34	242	77	286	62
ENSG00000248607.1	0	0	0	0	0	0	0	0
ENSG00000250012.1	0	1	1	0	4	0	0	0
ENSG00000144908.13	1	0	2	0	0	0	0	0
ENSG00000250218.1	0	0	0	0	0	0	0	0
ENSG00000272020.1	0	10	1	1	1	234	4	8
ENSG00000246022.2	0	0	0	0	0	0	0	0
ENSG00000250934.1	0	0	0	0	0	0	0	0
ENSG00000251448.1	0	0	0	0	0	0	0	0
ENSG00000163884.3	2	0	0	0	0	1	2	0
ENSG00000249833.5	0	0	0	0	0	0	0	0
ENSG00000163885.11	0	0	0	0	0	0	0	0
ENSG00000279328.1	1	0	0	0	4	0	0	0
ENSG00000070476.14	183	30	182	27	138	61	163	99
ENSG00000159650.8	0	0	0	0	0	0	0	0
ENSG00000180767.9	1	0	1	0	0	0	0	0
ENSG00000180697.8	0	0	0	0	0	0	0	0
ENSG00000201968.1	6	0	5	0	3	0	2	0
ENSG00000283374.1	0	0	0	0	0	0	0	0
ENSG00000206483.5	0	0	0	0	0	0	0	0
ENSG00000197763.14	63	14	70	15	63	32	60	48
ENSG00000248557.1	1	0	1	0	0	0	1	0
ENSG00000198284.9	0	0	0	0	0	0	0	0
ENSG00000248850.1	2	3	1	1	1	0	3	0
ENSG00000159685.10	122	20	89	38	126	49	124	75
ENSG00000249558.1	1	0	0	0	0	1	0	0
ENSG00000280053.1	2	0	0	0	2	0	0	0
ENSG00000114554.11	1228	51	1319	110	1048	161	1265	147
ENSG00000214324.5	0	0	0	0	0	0	0	0
ENSG00000212556.1	0	0	0	0	0	0	0	0
ENSG00000243016.1	0	0	0	0	0	0	0	0
ENSG00000201288.1	0	0	0	0	0	0	0	0
ENSG00000239620.1	0	1	0	0	0	0	0	0
ENSG00000244215.1	0	0	0	0	0	0	0	0
ENSG00000239921.3	0	0	0	0	0	0	0	0
ENSG00000240562.1	0	0	0	0	0	0	0	0
ENSG00000282975.1	0	0	0	0	0	0	0	0
ENSG00000282860.1	0	0	0	0	0	0	0	0
ENSG00000163870.14	283	30	221	43	184	75	229	115
ENSG00000275067.1	1	0	0	0	0	0	0	0
ENSG00000276083.1	1	0	0	0	0	0	0	0
ENSG00000073111.13	1046	289	967	402	922	905	960	736
ENSG00000114631.10	165	22	161	21	88	40	154	73
ENSG00000114626.17	211	11	222	30	175	64	344	74
ENSG00000074416.13	1971	90	1722	215	1870	394	1807	328
ENSG00000187715.13	0	0	1	1	0	0	0	0
ENSG00000201210.1	0	0	0	0	0	1	0	0
ENSG00000058262.9	3641	515	3363	904	3114	1845	3036	2248
ENSG00000175792.11	874	299	647	386	965	995	711	1115
ENSG00000222627.1	1	2	1	2	0	6	0	0
ENSG00000239608.1	0	0	0	0	0	0	0	0
ENSG00000212344.1	0	0	0	0	0	0	0	0
ENSG00000132394.10	130	20	138	23	138	127	166	103
ENSG00000179407.3	36	0	60	0	31	0	48	0
ENSG00000242049.1	0	0	0	0	0	0	0	0
ENSG00000179348.11	168	10	100	12	273	61	144	87
ENSG00000244300.2	40	4	31	10	50	20	50	11
ENSG00000239405.1	3	1	0	0	1	0	1	0
ENSG00000198685.3	0	0	0	0	0	0	0	0
ENSG00000163902.11	2437	362	2217	496	2485	1492	2092	1838
ENSG00000277250.1	1	0	4	0	0	0	6	0
ENSG00000242551.2	1	0	0	0	0	0	0	0
ENSG00000207130.1	0	0	0	0	1	0	1	0
ENSG00000075785.12	2048	487	1746	832	1961	1421	1721	2222
ENSG00000239503.1	0	0	0	0	0	0	0	0
ENSG00000242992.3	233	24	230	26	230	28	279	18
ENSG00000244232.3	0	0	1	0	0	0	0	0
ENSG00000239483.1	0	0	0	0	0	0	0	0
ENSG00000244065.1	0	0	0	0	0	0	0	0
ENSG00000243022.1	0	0	0	0	0	0	0	0
ENSG00000242062.1	0	0	0	0	0	0	0	0
ENSG00000261159.1	1	0	3	0	1	0	7	0
ENSG00000231305.3	5	0	9	0	2	0	7	0
ENSG00000250796.1	0	0	0	0	0	0	0	0
ENSG00000177646.18	372	61	331	104	281	277	394	300
ENSG00000114656.10	4	0	2	1	4	1	3	0
ENSG00000187695.8	0	0	0	0	0	0	0	0
ENSG00000279507.1	0	0	0	0	0	0	0	0
ENSG00000114654.7	0	0	0	0	0	0	0	0
ENSG00000249505.1	0	0	0	0	0	0	0	0
ENSG00000169704.4	0	0	0	0	0	0	0	0
ENSG00000172780.16	31	4	26	7	14	14	23	15
ENSG00000261796.1	0	0	0	0	0	0	0	0
ENSG00000273174.1	0	0	5	0	1	0	2	0
ENSG00000240682.9	129	1	84	5	83	6	74	0
ENSG00000273437.1	8	0	2	0	4	0	1	0
ENSG00000169714.16	3407	538	2749	1003	3953	2131	3234	2726
ENSG00000241673.1	6	2	5	2	6	0	5	0
ENSG00000181789.14	1372	479	1171	625	1217	1599	1178	1756
ENSG00000278658.1	0	0	0	0	0	0	0	0
ENSG00000183624.13	353	84	273	124	402	337	387	561
ENSG00000184897.5	864	139	1060	339	694	389	1200	789
ENSG00000206417.8	8	0	14	0	13	5	23	0
ENSG00000248916.1	0	0	0	2	1	0	0	0
ENSG00000270492.1	0	0	0	0	0	0	0	0
ENSG00000270773.1	0	0	0	0	0	0	0	0
ENSG00000244932.2	0	0	0	0	0	0	1	0
ENSG00000251474.6	53	2	45	3	52	3	45	8
ENSG00000207088.1	0	0	0	0	0	5	0	0
ENSG00000172771.11	1	0	4	0	7	0	0	0
ENSG00000129071.9	330	46	226	65	362	126	207	201
ENSG00000163913.11	139	26	127	28	126	92	149	77
ENSG00000163914.4	0	0	0	0	0	0	0	0
ENSG00000178804.7	0	0	0	0	0	0	0	0
ENSG00000004399.12	63	0	67	1	67	7	74	7
ENSG00000239437.3	43	0	49	1	34	0	101	0
ENSG00000248659.1	0	0	0	0	0	0	0	0
ENSG00000172765.16	239	31	281	39	252	63	186	94
ENSG00000202412.1	0	0	0	0	0	0	0	0
ENSG00000283509.1	0	0	0	0	0	0	0	0
ENSG00000203644.3	80	0	50	4	63	4	56	0
ENSG00000271270.5	12	0	7	2	18	2	12	0
ENSG00000250643.1	0	0	0	0	0	0	0	0
ENSG00000170893.3	0	0	0	0	0	1	0	0
ENSG00000248459.1	2	0	4	0	1	2	7	0
ENSG00000284731.1	0	0	0	0	0	0	0	0
ENSG00000249869.1	0	0	0	0	0	0	0	0
ENSG00000180770.3	0	0	0	0	0	0	0	0
ENSG00000251178.1	0	0	0	0	0	0	0	0
ENSG00000251610.2	0	0	0	0	0	0	0	0
ENSG00000251287.8	0	0	1	0	0	2	1	0
ENSG00000248243.1	0	0	0	0	0	0	0	0
ENSG00000253540.5	20	0	15	1	7	0	11	2
ENSG00000249846.6	0	0	1	0	0	0	0	0
ENSG00000248618.1	0	0	0	0	0	0	0	0
ENSG00000250580.1	0	1	0	0	1	0	0	0
ENSG00000228252.9	0	0	0	0	0	0	0	0
ENSG00000249253.1	2	1	2	0	0	1	0	0
ENSG00000172752.14	0	1	0	0	0	0	0	0
ENSG00000206384.10	0	0	0	0	0	0	0	0
ENSG00000196455.7	212	69	192	84	261	228	148	294
ENSG00000222783.1	0	0	0	0	0	0	0	0
ENSG00000232829.3	4	4	1	1	7	5	7	9
ENSG00000017260.19	1204	194	1256	344	1177	681	1011	812
ENSG00000284095.1	0	0	0	0	0	0	0	0
ENSG00000250592.1	0	0	0	0	0	0	0	0
ENSG00000252894.2	0	0	0	0	0	0	0	0
ENSG00000249098.1	1	0	0	2	2	0	0	9
ENSG00000251579.1	0	0	0	0	0	0	0	0
ENSG00000034533.11	76	20	54	22	80	88	60	81
ENSG00000114670.13	42	10	53	15	28	26	30	31
ENSG00000250129.5	0	0	0	0	0	0	0	0
ENSG00000201550.1	0	0	0	0	0	0	0	0
ENSG00000250608.1	2	0	0	0	0	0	4	0
ENSG00000246082.2	6	0	6	0	19	1	23	8
ENSG00000198585.11	535	22	483	39	482	36	441	44
ENSG00000261167.1	22	0	15	1	15	0	20	0
ENSG00000114686.8	1025	236	831	376	1218	813	781	914
ENSG00000249020.1	4	589	1	540	3	802	7	967
ENSG00000248468.1	0	0	0	0	0	0	0	0
ENSG00000248530.1	3	0	3	1	2	4	6	9
ENSG00000196353.11	0	0	1	0	0	0	0	0
ENSG00000251447.1	0	0	0	0	0	0	0	0
ENSG00000265859.1	0	0	0	0	0	0	0	0
ENSG00000240854.1	62	26	66	33	100	113	56	106
ENSG00000242899.1	35	8	42	3	41	30	56	3
ENSG00000014257.15	9	1	12	3	2	5	1	16
ENSG00000240890.2	4	2	4	0	3	15	5	6
ENSG00000213264.3	2	7	0	1	1	17	0	4
ENSG00000138246.15	722	181	873	234	879	619	903	1152
ENSG00000240303.7	6	0	12	4	4	6	5	19
ENSG00000274810.4	0	0	0	0	0	0	0	0
ENSG00000129048.6	3	0	0	0	0	0	0	0
ENSG00000251614.1	0	0	0	0	0	0	0	0
ENSG00000081307.12	400	79	314	98	421	245	284	383
ENSG00000113971.19	101	2	75	4	78	2	77	0
ENSG00000248724.6	1	1	2	0	0	0	1	0
ENSG00000249725.1	0	0	0	0	0	0	0	0
ENSG00000144868.13	0	0	0	0	0	0	0	0
ENSG00000251011.5	1	0	2	0	0	4	1	0
ENSG00000170819.4	0	0	0	0	0	0	0	0
ENSG00000249820.1	0	0	0	0	0	0	0	0
ENSG00000249993.1	0	0	0	0	0	0	0	0
ENSG00000214301.4	0	0	2	1	0	0	0	0
ENSG00000272832.1	0	0	0	0	0	0	0	0
ENSG00000250983.1	0	0	0	0	0	0	0	0
ENSG00000201827.1	0	0	0	0	0	0	0	0
ENSG00000091527.15	1911	224	1200	224	1553	423	1120	262
ENSG00000163781.12	781	93	610	160	843	281	535	406
ENSG00000242337.5	1	0	0	1	0	0	0	7
ENSG00000252641.2	0	0	0	0	2	0	0	0
ENSG00000201394.1	6	4	4	3	0	2	3	0
ENSG00000091513.14	0	0	1	0	0	0	0	0
ENSG00000244062.1	0	0	0	0	1	0	1	0
ENSG00000144867.11	949	174	695	237	788	445	647	513
ENSG00000284714.1	1	0	0	0	0	0	1	0
ENSG00000154917.10	63	1	44	9	83	23	53	12
ENSG00000221972.3	0	0	0	0	0	0	0	0
ENSG00000174640.12	0	0	0	0	0	0	0	0
ENSG00000243832.1	0	0	0	0	0	0	0	0
ENSG00000163785.12	494	23	403	50	448	45	355	76
ENSG00000231845.3	1	0	0	0	0	0	0	0
ENSG00000240006.1	0	0	0	0	0	0	0	0
ENSG00000260633.1	4	0	0	1	2	0	2	0
ENSG00000214289.2	52	8	60	3	56	9	65	0
ENSG00000114019.14	564	63	1138	211	218	116	639	302
ENSG00000277723.1	0	0	0	0	0	0	0	0
ENSG00000248377.1	0	0	0	0	0	0	0	0
ENSG00000214288.4	0	0	0	1	0	0	0	1
ENSG00000284561.1	0	0	0	0	0	0	0	0
ENSG00000129055.12	361	59	321	96	413	127	230	175
ENSG00000182923.16	239	33	246	49	230	94	249	72
ENSG00000249691.1	0	0	0	0	0	0	0	0
ENSG00000154928.16	0	0	1	1	2	0	0	3
ENSG00000174611.11	0	0	0	0	0	0	0	0
ENSG00000253087.1	0	0	0	0	0	0	0	0
ENSG00000201413.1	2	1	2	1	8	3	12	3
ENSG00000240086.5	1	0	1	1	0	0	0	0
ENSG00000242222.1	0	0	0	0	0	1	0	0
ENSG00000241905.1	0	0	0	0	0	0	0	0
ENSG00000073711.10	354	59	251	96	322	189	237	248
ENSG00000227267.3	0	0	0	0	0	0	0	1
ENSG00000273455.1	1	0	1	0	0	0	0	0
ENSG00000174579.3	314	43	289	67	388	161	326	103
ENSG00000241438.1	0	0	0	0	0	0	0	0
ENSG00000244740.1	2	0	1	0	4	0	3	0
ENSG00000114054.13	303	100	311	155	510	424	476	569
ENSG00000118007.12	464	83	449	195	604	418	386	590
ENSG00000200571.1	0	0	0	0	0	0	0	0
ENSG00000244101.1	0	0	0	0	0	0	0	0
ENSG00000252914.1	0	0	0	0	0	0	0	0
ENSG00000240695.1	17	11	7	8	21	17	12	29
ENSG00000261758.1	5	0	5	0	0	0	2	0
ENSG00000242968.1	0	0	0	0	5	0	0	0
ENSG00000168917.8	62	13	53	19	84	62	65	80
ENSG00000273486.1	23	0	21	0	29	0	11	0
ENSG00000239213.5	67	13	45	23	56	31	31	59
ENSG00000158092.6	271	61	201	86	309	194	263	259
ENSG00000214283.4	1	1	2	0	3	0	0	13
ENSG00000174564.12	10	1	8	0	6	0	12	0
ENSG00000249407.1	0	0	0	0	0	0	0	0
ENSG00000201325.1	1	0	0	0	0	0	1	0
ENSG00000243886.1	0	1	1	1	0	10	4	0
ENSG00000242070.1	3	1	1	0	1	1	2	1
ENSG00000168875.2	0	0	0	0	0	0	0	0
ENSG00000239513.5	0	0	0	0	0	0	0	0
ENSG00000261146.1	0	0	0	0	0	0	0	0
ENSG00000241478.1	58	27	34	3	98	133	58	14
ENSG00000066405.12	0	0	0	0	0	0	0	0
ENSG00000272609.1	0	0	0	0	0	0	0	0
ENSG00000158163.14	45	8	31	5	46	14	24	17
ENSG00000240668.1	1	1	4	2	3	10	4	10
ENSG00000118017.3	0	0	0	0	0	0	0	0
ENSG00000138231.12	208	57	135	92	172	129	107	204
ENSG00000114098.17	332	63	273	95	362	242	267	231
ENSG00000181322.13	0	0	1	0	0	0	0	0
ENSG00000158186.12	69	3	51	12	89	10	66	8
ENSG00000158220.13	19	2	10	3	20	13	18	4
ENSG00000280399.1	1	0	0	0	0	0	2	0
ENSG00000114107.8	258	48	224	50	268	167	262	275
